timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687769929949,125,/orders,422,Unprocessable Entity,SimpleBooksApi - run 1-1,text,false,"Test failed: code expected something using /

****** received  : [[[422]]]

****** comparison: [[[200]]]

/	Test failed: code expected something using /

****** received  : [[[422]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[422]]]

****** comparison: [[[204]]]

/	",339,327,1,1,https://simple-books-api.glitch.me/orders,125,0,0
1687769930341,123,/orders/,404,Not Found,SimpleBooksApi - run 1-1,text,false,"Test failed: code expected something using /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/	Test failed: code expected something using /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/	",397,361,1,1,https://simple-books-api.glitch.me/orders/,122,0,0
1687769930468,124,/orders/,404,Not Found,SimpleBooksApi - run 1-1,text,false,"Test failed: code expected something using /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/	Test failed: code expected something using /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/	",398,317,1,1,https://simple-books-api.glitch.me/orders/,124,0,0
1687769931698,124,/orders,422,Unprocessable Entity,SimpleBooksApi - run 1-1,text,false,"Test failed: code expected something using /

****** received  : [[[422]]]

****** comparison: [[[200]]]

/	Test failed: code expected something using /

****** received  : [[[422]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[422]]]

****** comparison: [[[204]]]

/	",339,327,1,1,https://simple-books-api.glitch.me/orders,123,0,0
1687769932104,123,/orders/,404,Not Found,SimpleBooksApi - run 1-1,text,false,"Test failed: code expected something using /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/	Test failed: code expected something using /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/	",397,361,1,1,https://simple-books-api.glitch.me/orders/,123,0,0
1687769932231,148,/orders/,404,Not Found,SimpleBooksApi - run 1-1,text,false,"Test failed: code expected something using /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/	Test failed: code expected something using /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/	",398,317,1,1,https://simple-books-api.glitch.me/orders/,148,0,0
1687769932380,18,/status,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,SimpleBooksApi - run 1-1,text,false,"Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/	Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[201                                             ]]]

/	Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[204                                             ]]]

/	",2859,0,1,1,https://simple-books-api.glitch.me/status,0,0,0
