timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687769275492,1909,/api-clients,422,Unprocessable Entity,SimpleBooksApi - setUp 1-1,text,false,,339,275,1,1,https://simple-books-api.glitch.me/api-clients,1909,0,329
1687769281779,1080,/books/1,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,SimpleBooksApi - run 1-1,text,false,"Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/	Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[201                                             ]]]

/	Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[204                                             ]]]

/	",2859,0,1,1,https://simple-books-api.glitch.me/books/1,0,0,0
